Date,High,Low,Open,Close,Volume,Adj Close,Moving_av,Upper_volatility,Lower_volatility,Increase_in_vol,Increase_in_adj_close,Direction_change_in_adj_close,Short_resistance,Short_support,Long_resistance,Long_support,trend_hit,Dow_jones,snp500,A,AJG,HUM,CPRT,CTAS,BF-B,MKTX,CHD,INFO,APD
2017-06-05,1013.2100219726562,1003.510009765625,1007.22998046875,1011.3400268554688,2719900,1011.3400268554688,975.6727769639757,1002.7819445441753,944.3674623377184,-1032400,4.61004638671875,1,1013.2100219726562,991.3699951171876,1013.2100219726562,982.1099853515624,57,21184.04,2436.1,58.48024368286133,52.93806457519531,226.6902618408203,31.290000915527344,121.35612487792969,39.17403030395508,185.9646148681641,50.10622787475586,46.38627624511719,131.76177978515622
2017-06-06,1016.5,1001.25,1012.0,1003.0,3346400,1003.0,977.1110518606083,1004.9429602728951,946.4025936550563,626500,-8.34002685546875,0,1016.5,995.6699829101562,1016.5,982.1599731445312,57,21136.23,2429.33,58.18977355957031,52.32412719726562,227.4109649658203,30.979999542236328,119.45828247070312,39.166542053222656,183.514404296875,50.29667282104492,46.21778106689453,130.99822998046878
2017-06-07,1010.25,1002.0,1005.9500122070312,1010.0700073242188,2823000,1010.0700073242188,978.758999633789,1006.4243834164267,947.7977203047902,-523400,7.07000732421875,1,1016.5,1001.25,1016.5,982.1599731445312,57,21173.69,2433.14,58.70292663574219,52.9566650390625,227.65444946289062,31.15999984741211,119.3240966796875,37.953819274902344,190.1134490966797,50.71564483642578,46.20786666870117,130.30747985839844
2017-06-08,1013.6099853515624,1006.1099853515624,1012.0599975585938,1010.27001953125,2767900,1010.27001953125,981.825,1008.1217696228027,949.3962296447752,-55100,0.20001220703125,1,1016.5,1001.25,1016.5,982.1599731445312,57,21182.53,2433.79,58.238182067871094,53.38457107543945,224.2554626464844,31.06999969482422,118.53811645507812,36.86835861206055,194.58441162109366,50.29667282104492,46.06910705566406,130.43470764160156
2017-06-09,1012.989990234375,927.0,1012.5,978.3099975585938,7647700,978.3099975585938,983.3595001220704,1011.27975,952.37025,4879800,-31.96002197265625,0,1013.6099853515624,927.0,1016.5,927.0,57,21271.97,2431.77,57.32806015014648,53.840370178222656,223.7003173828125,31.35000038146973,118.5668716430664,36.80097961425781,197.13226318359366,50.46807098388672,45.91051864624024,132.57077026367188
2017-06-12,975.9500122070312,945.0,967.0,964.9099731445312,9447200,964.9099731445312,983.5375,1012.8602851257324,953.8587151184082,1799500,-13.4000244140625,0,1013.6099853515624,927.0,1016.5,927.0,58,21235.67,2429.39,57.11505889892578,53.99850082397461,222.15182495117188,31.440000534057607,121.05899047851562,36.890811920166016,199.4751434326172,50.372840881347656,45.90060806274414,131.28004455566406
2017-06-13,984.5,966.0999755859376,977.989990234375,980.7899780273438,4580000,980.7899780273438,984.678500366211,1013.043625,954.031375,-4867200,15.8800048828125,1,1012.989990234375,927.0,1016.5,927.0,58,21328.47,2440.35,57.39584350585938,54.07292175292969,225.9013519287109,31.56999969482422,121.96956634521484,36.86086654663086,201.24203491210938,50.27762222290039,46.18804168701172,132.95248413085938
2017-06-14,990.3400268554688,966.7100219726562,988.5900268554688,976.469970703125,3974900,976.469970703125,985.1984985351562,1014.2188553771973,955.1381453552248,-605100,-4.32000732421875,0,990.3400268554688,945.0,1016.5,927.0,58,21374.56,2437.92,57.4926643371582,53.92407989501953,225.6676483154297,31.5,122.6501007080078,36.93572616577149,201.83755493164062,50.63947296142578,46.7728271484375,132.30717468261722
2017-06-15,965.72998046875,950.8599853515624,958.7000122070312,964.1699829101562,5373900,964.1699829101562,986.1689971923828,1014.7544534912108,955.6425435791016,1399000,-12.29998779296875,0,990.3400268554688,950.8599853515624,1013.6099853515624,927.0,58,21359.9,2432.46,57.32806015014648,54.70545959472656,226.3494110107422,31.45000076293945,122.4871597290039,37.23516082763672,202.4036865234375,50.9917984008789,46.90167999267578,131.98902893066406
2017-06-16,999.75,982.0,996.0,987.7100219726562,11472700,987.7100219726562,987.6299987792967,1015.7540671081543,956.5839272766111,6098800,23.5400390625,1,999.75,950.8599853515624,1013.6099853515624,927.0,58,21384.28,2433.15,57.61853790283203,54.85429763793945,228.34591674804688,31.239999771118164,125.03677368164062,37.03304290771485,200.7832336425781,50.65851974487305,47.10982131958008,132.26170349121094
2017-06-19,1017.0,989.9000244140624,1017.0,995.1699829101562,5043400,995.1699829101562,989.3964965820312,1017.2588987426758,958.001098815918,-6429300,7.4599609375,1,1017.0,950.8599853515624,1017.0,927.0,58,21528.99,2453.46,58.62546920776367,54.89149856567383,229.3490753173828,31.57999992370605,125.89942169189452,37.07047653198242,202.9796295166016,51.18224334716797,47.43690872192383,132.84344482421878
2017-06-20,1004.8800048828124,992.02001953125,998.0,992.5900268554688,4076800,992.5900268554688,990.4924987792967,1019.078391479492,959.7146016845703,-966600,-2.5799560546875,0,1017.0,982.0,1017.0,945.0,58,21467.14,2437.03,58.4124641418457,54.56592178344727,226.89480590820312,31.18000030517578,124.67255401611328,36.965667724609375,202.5013427734375,50.97274398803711,46.52503967285156,131.56181335449222
2017-06-21,1002.719970703125,992.6500244140624,998.7000122070312,1002.22998046875,2922500,1002.22998046875,992.0269989013672,1020.2072737426756,960.777723815918,-1154300,9.63995361328125,1,1017.0,989.9000244140624,1017.0,950.8599853515624,58,21410.03,2435.61,57.8896369934082,53.85898208618164,230.05030822753903,30.989999771118164,124.23163604736328,36.55393981933594,197.630126953125,50.48711395263672,46.3565444946289,130.41653442382812
2017-06-22,1006.9600219726562,997.2000122070312,1002.22998046875,1001.2999877929688,2253400,1001.2999877929688,993.0744995117187,1021.7878088684082,962.266188934326,-669100,-0.92999267578125,0,1006.9600219726562,992.02001953125,1017.0,950.8599853515624,58,21397.29,2434.5,58.68356704711914,53.11480331420898,230.81968688964844,31.270000457763672,123.8003158569336,36.486576080322266,196.9662933349609,50.315711975097656,46.26733779907226,131.11643981933594
2017-06-23,1004.6199951171876,998.02001953125,1002.5399780273438,1003.739990234375,2879100,1003.739990234375,993.5924987792968,1022.8667344970703,963.2822645263672,625700,2.44000244140625,1,1006.9600219726562,992.6500244140624,1017.0,950.8599853515624,58,21394.76,2438.3,57.87026596069336,52.75202560424805,232.2026824951172,31.540000915527344,124.03993225097656,36.61383056640625,196.5953826904297,50.50616073608398,46.13848114013672,131.74359130859378
2017-06-26,1009.7999877929688,992.0,1008.5,993.97998046875,3386200,993.97998046875,993.5024963378906,1023.4002737426758,963.7847238159179,507100,-9.760009765625,0,1009.7999877929688,992.0,1017.0,982.0,58,21409.55,2439.07,57.35711669921875,52.89155197143555,228.6283721923828,31.45000076293945,124.12620544433594,36.60633850097656,196.06822204589844,50.55377197265625,45.98981475830078,131.71630859375
2017-06-27,998.7999877929688,976.0,990.6900024414062,976.780029296875,3782400,976.780029296875,992.5064971923828,1023.3075712280272,963.6974214477541,396200,-17.199951171875,0,1009.7999877929688,976.0,1017.0,976.0,58,21310.66,2419.38,57.00856018066406,52.56598281860352,230.8878631591797,31.28000068664551,120.5988998413086,36.366790771484375,192.9346618652344,50.16335678100586,44.96891784667969,130.734619140625
2017-06-28,990.6799926757812,969.2100219726562,978.5499877929688,990.3300170898438,3737600,990.3300170898438,992.2919982910156,1022.2816921081544,962.7313022766111,-44800,13.54998779296875,1,1009.7999877929688,969.2100219726562,1009.7999877929688,969.2100219726562,58,21454.61,2440.69,57.51202011108398,53.38457107543945,233.9023895263672,31.51000022888184,121.4999008178711,36.84590148925781,196.95655822753903,50.06813430786133,44.6517448425293,131.65272521972656
2017-06-29,987.5599975585938,965.25,979.0,975.9299926757812,4303000,975.9299926757812,991.2909973144533,1022.060758239746,962.5232383422853,565400,-14.4000244140625,0,998.7999877929688,965.25,1009.7999877929688,965.25,58,21287.03,2419.7,57.05789566040039,53.04038619995117,233.4926300048828,31.40999984741211,119.18990325927734,36.49406051635742,198.6746368408203,49.334922790527344,43.79935073852539,129.71296691894528
2017-06-30,983.469970703125,967.6099853515624,980.1199951171876,968.0,3390300,968.0,989.3544982910156,1021.0297272338868,961.5522673950197,-912700,-7.92999267578125,0,990.6799926757812,965.25,1009.7999877929688,965.25,58,21349.63,2423.41,57.55278778076172,53.25433731079102,234.7413787841797,31.790000915527344,120.80977630615234,36.38177490234375,196.31228637695312,49.401573181152344,43.65067672729492,130.89329528808594
2017-07-03,974.489990234375,951.0,972.7899780273438,953.6599731445312,2909100,953.6599731445312,986.4704956054687,1019.035133239746,959.6738633422854,-481200,-14.34002685546875,0,987.5599975585938,951.0,1009.7999877929688,951.0,72,21479.27,2429.01,57.37812042236328,53.51479721069336,233.11216735839844,31.809999465942386,120.76184844970705,36.10478973388672,198.5477294921875,49.53488540649414,43.77952575683594,132.01864624023438
2017-07-05,975.0,955.25,961.530029296875,971.4000244140624,3653000,971.4000244140624,984.890496826172,1016.0646104736328,956.8763807373047,743900,17.740051269531136,1,983.469970703125,951.0,1009.7999877929688,951.0,72,21478.17,2432.54,57.99916076660156,53.47758102416992,236.39987182617188,31.6299991607666,120.88646697998048,36.08232879638672,200.8515930175781,49.30635452270508,43.948020935058594,130.48155212402344
2017-07-06,974.4000244140624,959.02001953125,964.6599731445312,965.1400146484376,3259600,965.1400146484376,982.6439971923828,1014.4372117309572,955.3437819213867,-393400,-6.260009765624773,0,975.0,951.0,998.7999877929688,951.0,72,21320.04,2409.75,57.46546173095703,53.17061233520508,232.6341552734375,30.43000030517578,118.59564208984376,36.17964553833008,188.7760772705078,49.46822738647461,43.541648864746094,130.04237365722656
2017-07-07,980.1099853515624,969.1400146484376,969.5499877929688,978.760009765625,2643400,978.760009765625,981.0684967041016,1012.1233171081544,953.1646772766112,-616200,13.619995117187386,1,980.1099853515624,955.25,990.6799926757812,951.0,72,21414.34,2425.18,57.8633041381836,53.68223190307617,232.40977478027344,30.96999931335449,120.8960418701172,36.059871673583984,189.4203338623047,49.51584243774414,43.87864685058594,131.76248168945312
2017-07-10,999.4400024414062,983.5,985.0,996.469970703125,3546300,996.469970703125,981.9764953613279,1010.5005516052246,951.6364418029783,902900,17.7099609375,1,999.4400024414062,959.02001953125,999.4400024414062,951.0,59,21408.52,2427.43,58.08648681640625,53.44967651367188,233.19998168945312,30.82999992370605,121.28903198242188,35.446022033691406,190.34776306152344,49.81103134155274,43.33350372314453,131.29585266113278
2017-07-11,995.989990234375,983.719970703125,993.0,994.1300048828124,2982700,994.1300048828124,983.437496948242,1011.435790222168,952.5172005004885,-563600,-2.3399658203126137,0,999.4400024414062,969.1400146484376,999.4400024414062,951.0,59,21409.07,2425.53,58.02826309204102,52.79853439331055,233.19998168945312,31.09000015258789,120.60848999023438,35.45350646972656,188.639404296875,49.68725204467773,43.40288925170898,130.62796020507812
2017-07-12,1008.5499877929688,998.0999755859376,1000.6500244140624,1006.510009765625,3608600,1006.510009765625,984.7234985351564,1012.9406218566893,953.9343720397948,625900,12.380004882812614,1,1008.5499877929688,983.5,1008.5499877929688,951.0,59,21532.14,2443.25,58.93070983886719,52.90085983276367,233.3755798339844,31.20000076293945,121.88330078125,35.7005500793457,189.1372528076172,49.42061996459961,44.08678436279297,131.50628662109378
2017-07-13,1006.8800048828124,995.9000244140624,1004.6199951171876,1000.6300048828124,2880800,1000.6300048828124,985.9315002441406,1014.265203491211,955.1817935791015,-727800,-5.880004882812614,0,1008.5499877929688,983.719970703125,1008.5499877929688,955.25,59,21553.09,2447.83,59.3770866394043,53.542701721191406,232.2439422607422,31.190000534057607,121.22193908691406,35.38614273071289,189.5472869873047,49.51584243774414,44.106605529785156,132.09188842773438
2017-07-14,1004.4500122070312,996.8900146484376,1002.4000244140624,1001.8099975585938,2102500,1001.8099975585938,987.8135009765623,1015.5094452514647,956.3535552368164,-778300,1.1799926757813637,1,1008.5499877929688,995.9000244140624,1008.5499877929688,959.02001953125,59,21637.74,2459.27,59.697303771972656,53.589210510253906,233.24876403808602,31.09000015258789,121.18360137939452,35.47596740722656,185.8767852783203,50.10622787475586,44.36430740356445,133.1898193359375
2017-07-17,1014.75,1003.8099975585938,1004.6900024414062,1010.0399780273438,3712600,1010.0399780273438,988.9299987792967,1017.4479060058594,958.1790959472656,1610100,8.22998046875,1,1014.75,995.9000244140624,1014.75,969.1400146484376,61,21629.72,2459.14,59.72641372680664,53.48688507080078,231.7561492919922,31.1200008392334,120.95355224609376,35.66311264038086,185.91580200195312,50.78230285644531,44.85988998413086,133.17149353027344
2017-07-18,1026.030029296875,1004.0,1006.0,1024.449951171875,4007600,1024.449951171875,990.3939971923828,1018.5978987426756,959.262098815918,295000,14.40997314453125,1,1026.030029296875,996.8900146484376,1026.030029296875,983.5,61,21574.73,2460.61,59.39648818969727,53.542701721191406,229.31723022460938,31.11000061035156,120.21551513671876,36.04490661621094,188.0048828125,51.06797409057617,44.98874282836914,132.88787841796878
2017-07-19,1031.5899658203123,1022.5,1025.0,1026.8699951171877,2964000,1026.8699951171877,992.1079956054688,1020.1058171081545,960.6821772766114,-1043600,2.420043945312728,1,1031.5899658203123,1003.8099975585938,1031.5899658203123,983.719970703125,61,21640.75,2473.83,59.56146240234375,53.66362762451172,230.4586334228516,31.40999984741211,120.84811401367188,36.059871673583984,189.98654174804688,50.42046356201172,44.98874282836914,133.77542114257812
2017-07-20,1034.969970703125,1022.52001953125,1031.5899658203123,1028.699951171875,3097500,1028.699951171875,993.431494140625,1021.8712354736329,962.3447557373047,133500,1.8299560546872728,1,1034.969970703125,1004.0,1034.969970703125,995.9000244140624,61,21611.78,2473.45,59.17329788208008,54.20314407348633,230.0683898925781,31.51000022888184,121.5190658569336,36.02992630004883,190.0451202392578,50.45854568481445,44.88962936401367,133.59239196777344
2017-07-21,1026.0999755859377,1011.0,1021.280029296875,1025.6700439453123,2734600,1025.6700439453123,994.6499969482422,1023.2344389648438,963.6285493164063,-362900,-3.029907226562728,0,1034.969970703125,1011.0,1034.969970703125,995.9000244140624,61,21580.07,2472.54,59.5517463684082,54.55662536621094,230.15618896484366,31.54999923706055,132.68562316894528,36.127254486083984,190.2794189453125,50.71564483642578,45.24644088745117,133.25384521484378
2017-07-24,1043.010009765625,1027.4300537109377,1028.3399658203123,1038.949951171875,3288000,1038.949951171875,996.4104949951172,1024.4894968566896,964.8104970397951,553400,13.279907226562727,1,1043.010009765625,1011.0,1043.010009765625,996.8900146484376,61,21513.17,2469.91,59.67790222167969,54.72406387329102,229.74647521972656,31.809999465942386,132.45559692382812,35.91763687133789,192.06581115722656,50.27762222290039,45.29600143432617,132.61338806152344
2017-07-25,1043.3299560546877,1032.47998046875,1038.050048828125,1039.8699951171877,2447600,1039.8699951171877,998.7049957275392,1026.3028098449706,966.5181801452637,-840400,0.9200439453127274,1,1043.3299560546877,1011.0,1043.3299560546877,1003.8099975585938,61,21613.43,2477.13,58.74634170532226,54.97521591186523,229.1708831787109,31.88999938964844,131.6025390625,36.55393981933594,194.73081970214844,50.78230285644531,45.17706298828125,132.70489501953122
2017-07-26,1053.199951171875,1043.199951171875,1043.199951171875,1052.800048828125,2921300,1052.800048828125,1002.5059967041016,1028.6661455993653,968.7438458557131,473700,12.930053710937273,1,1053.199951171875,1027.4300537109377,1053.199951171875,1004.0,61,21711.01,2477.83,57.95063781738281,54.57522964477539,227.7953338623047,31.71999931335449,131.42041015625,36.6737174987793,200.26585388183602,51.10606384277344,45.523963928222656,131.66181945800778
2017-07-27,1083.31005859375,1040.1800537109377,1069.550048828125,1046.0,10991700,1046.0,1005.2894958496094,1032.5811766052243,972.4308168029784,8070400,-6.800048828125,0,1083.31005859375,1032.47998046875,1083.31005859375,1011.0,61,21796.55,2475.42,58.135009765625,53.97989273071289,226.9173126220703,31.8799991607666,130.1839599609375,37.90142440795898,200.6270751953125,51.2298469543457,45.66272354125977,131.43310546875
2017-07-28,1032.8499755859377,1001.0,1012.1400146484376,1020.0399780273438,7709400,1020.0399780273438,1007.4949951171876,1035.4481807250977,975.1308109741212,-3282300,-25.96002197265625,0,1083.31005859375,1001.0,1083.31005859375,1001.0,61,21830.31,2472.1,58.29997634887695,55.26358413696289,227.3856201171875,31.95000076293945,129.98265075683594,37.4522590637207,202.89181518554688,50.75374221801758,46.11865615844727,131.28671264648438
2017-07-31,1019.0499877929688,987.02001953125,1019.0499877929688,987.780029296875,7352100,987.780029296875,1008.4839965820313,1037.7198449707032,977.270145263672,-357300,-32.25994873046875,0,1083.31005859375,987.02001953125,1083.31005859375,987.02001953125,64,21891.12,2470.3,58.0185661315918,54.68685913085938,225.551513671875,31.489999771118164,129.25419616699222,36.98063659667969,198.05967712402344,50.801353454589844,46.23760223388672,130.06069946289062
2017-08-01,1006.4000244140624,991.5800170898438,996.1099853515624,996.1900024414062,4572600,996.1900024414062,1010.610498046875,1038.7385164794923,978.2294766845703,-2779500,8.40997314453125,1,1032.8499755859377,987.02001953125,1083.31005859375,987.02001953125,64,21963.92,2476.35,58.16412353515625,55.05893325805664,225.13204956054688,31.649999618530273,129.89639282226562,36.80097961425781,199.35801696777344,50.47758865356445,46.762916564941406,136.25492858886722
2017-08-02,1003.2100219726562,981.72998046875,1001.77001953125,995.8900146484376,4070000,995.8900146484376,1011.8349975585936,1040.9288129882814,980.2921831054688,-502600,-0.2999877929686363,0,1019.0499877929688,981.72998046875,1083.31005859375,981.72998046875,64,22016.24,2477.57,58.416419982910156,54.90080642700195,235.19989013671875,31.239999771118164,129.39796447753906,36.63629531860352,200.67588806152344,50.21097183227539,46.57460021972656,135.51382446289062
2017-08-03,999.5,984.5900268554688,999.469970703125,986.9199829101562,3255800,986.9199829101562,1012.9239959716797,1042.1900474853514,981.4799476318359,-814200,-8.970031738281364,0,1006.4000244140624,981.72998046875,1083.31005859375,981.72998046875,64,22026.1,2472.16,58.58138656616211,54.55662536621094,242.7605438232422,31.01000022888184,128.57363891601562,36.32188034057617,200.18777465820312,49.29682922363281,46.24751663208008,134.42500305175778
2017-08-04,991.6699829101562,982.0,989.6799926757812,987.5800170898438,2730300,987.5800170898438,1013.3649963378906,1043.31171585083,982.5362760925293,-525500,0.6600341796875,1,1003.2100219726562,981.72998046875,1083.31005859375,981.72998046875,64,22092.81,2476.83,58.34849166870117,54.90080642700195,239.9216766357422,31.29999923706055,129.39796447753906,36.32188034057617,201.1053466796875,47.98275756835938,45.979896545410156,134.69947814941406
2017-08-07,995.0,987.1400146484376,990.6500244140624,992.27001953125,2676600,992.27001953125,1013.1549987792968,1043.7659462280274,982.9640464477537,-53700,4.69000244140625,1,999.5,982.0,1032.8499755859377,981.72998046875,60,22118.42,2480.91,59.06656265258789,54.79848861694336,243.52149963378903,31.07999992370605,128.87077331542972,36.6961784362793,197.0834503173828,47.88753128051758,45.573524475097656,134.772705078125
2017-08-08,996.280029296875,985.7899780273438,994.3499755859376,989.8400268554688,2902800,989.8400268554688,1012.9404998779297,1043.5496487426758,982.760348815918,226200,-2.42999267578125,0,996.280029296875,982.0,1019.0499877929688,981.72998046875,60,22085.34,2474.92,58.358192443847656,54.70545959472656,244.10682678222656,30.70000076293945,127.8547821044922,36.64377975463867,193.04519653320312,47.32571792602539,44.939186096191406,133.44599914550778
2017-08-09,988.0,975.27001953125,982.5999755859376,982.010009765625,3569700,982.010009765625,1011.7154998779297,1043.3287148742677,982.5522848815918,666900,-7.83001708984375,0,996.280029296875,975.27001953125,1006.4000244140624,975.27001953125,60,22048.7,2474.02,57.91181564331055,54.78917694091797,248.7310485839844,31.45000076293945,127.7685089111328,36.31439208984375,194.6292266845703,47.53520965576172,44.95901107788086,133.81201171875
2017-08-10,979.8599853515624,954.6799926757812,976.2999877929688,956.9199829101562,5684100,956.9199829101562,1009.5299987792968,1042.0669648742676,981.3640348815918,2114400,-25.09002685546875,0,996.280029296875,954.6799926757812,1003.2100219726562,954.6799926757812,60,21844.01,2438.21,56.83470916748047,54.51941680908203,245.5214080810547,31.170000076293945,125.38182830810548,35.96255874633789,191.07005310058602,47.21145629882813,44.76077651977539,132.68659973144528
2017-08-11,970.3900146484376,951.3800048828124,960.0,967.989990234375,3468000,967.989990234375,1007.838998413086,1039.8158987426757,979.2440988159179,-2216100,11.07000732421875,1,988.0,951.3800048828124,999.5,951.3800048828124,60,21858.32,2441.32,57.57219696044922,54.34267807006836,243.8824615478516,31.06999969482422,124.92176055908205,36.26198959350586,188.1855316162109,47.43130493164063,45.24644088745117,132.30233764648438
